Filename,Key Concepts
bac22ecf62614913b53e8b09ee38b8a6.xml,"['Internal Evaluation: Evaluates clusters based on similarity within the cluster and dissimilarity with other clusters. It assigns a score to each cluster and identifies the best cluster based on the score. However, it does not assess the validity of the results in the clusters.', '', 'Silhouette Coefficient: Measures how similar a data point is to its cluster compared to other clusters. It is calculated using the mean intra-cluster distance and the mean nearest cluster distance. A coefficient of 1 is best, -1 is worst (indicating the sample is in the wrong cluster), and close to 0 indicates overlapping clusters.', '', 'Dunn Index: Evaluates clustering techniques based on the compactness and separation of clusters. It calculates the distance between data points within a cluster and between data points in different clusters. The index is computed as min.separation/max.diameter.', '', 'External Evaluation: Measures clustering results based on data not used for the clustering task. It requires ground truth data for evaluation.', '', 'Rand Index: Determines the similarity between clusters and a set benchmark. It is calculated as (TP + TN) / (TP + FP + FN + TN).', '', 'Purity: Assigns each cluster to a class and calculates the accuracy by dividing the number of correctly assigned']"
baf685e044b747728ff285cd468f03da.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: baf685e044b747728ff285cd468f03da', 'Title: New Page', 'Body content: Empty contents']"
bb1ee22518a04be08aab43d3a4817774.xml,"['AI Philosophy: A Process, not a Product', 'AI Philosophy: A Process, not a Product (copy)', 'AI Philosophy', 'Process', 'Product']"
bb899dab4c824bb98d9bd4a3d2aae224.xml,"['Data Science Ready: The organization has identified all the current sources of data to be considered, and those data have been normalized and integrated into a form that supports data science.', 'Data Science Enabled: Preliminary analysis indicates that the data support the desired analytic objectives.', 'AI Ready: The organization has determined how to leverage the insights from data science as part of an operational process and has implemented the appropriate software or software extensions.', 'AI Enabled: The organization has deployed the new software in a relevant context and is able to directly measure the impact.']"
bbc55b94441844e3b7b341ae028c2217.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: bbc55b94441844e3b7b341ae028c2217', 'Title: New Page', 'Body content: Empty contents']"
bbf606c0c1b64c9fb88740e5ac53cc29.xml,"['Data collection process in data science lifecycle', 'Scholarly research', 'Defined business and analytic objectives', 'Valid and reliable data', 'Traditional methods to collect data', 'Questionnaires and surveys', 'Interviews', 'Observations', 'Focus groups', 'Obtrusive data collection methods', 'Unobtrusive data collection methods', 'Web sources for data collection', 'Document analysis', 'Data repository', 'Ethical data gathering', 'Non traditional sources for data collection', 'Non transforming and enriching data for analysis']"
bc51037f932144ffbb61e8b00654c0e1.xml,"['Training Error: The classification error of a model on the exact data used for training.', 'Test Error: The amount of errors to expect when making future predictions and used for model selection.', 'Irreducible Error: The noise term in the true relationship that cannot be reduced by any model.', 'Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship.', 'Bias Error: Error from erroneous assumptions in the learning algorithm, causing underfitting.', 'Variance: Error from sensitivity to small fluctuations in the training set, causing overfitting.', 'Bias-Variance Decomposition: Decomposition of the bias-variance trade-off.', 'Model Assessment: Evaluating the performance of a model.', 'Model Selection: Choosing the best model.', 'Cross-validation: Technique for assessing the performance of a model using leave one out or k-fold techniques.', 'Supervised Learning Techniques: Different techniques for supervised learning.', 'CV with Supervised Techniques: Applying cross-validation with supervised learning techniques.', 'Best Model Selection: Selecting the best model using supervised techniques.']"
bc86b2c06c584fada885798b85a0df59.xml,"['Data governance: Defines how data is accessed and managed within an organization.', 'Effective data management: Facilitates effective data management and has positive implications for the quality, security, and integrity of data used for analysis.', 'Data quality: Data governance impacts data quality and the decisions that can be made from the data available to the organization.', 'Data governance strategy: Any organization that stores and utilizes data should have a data governance strategy for internal data or data stored within the organization and external data.', 'Enterprise-wide data: Data governance provides a reliable and consistent view of enterprise-wide data.', 'Improved data quality: Data governance ensures that there is a plan for improved quality of data.', 'Data silos: Maps the location of data in the enterprise, reducing the scourge of data silos.', 'Data management: Data governance improves data management overall.', ""Stakeholders: All users of data in an organization are considered stakeholders of the organization's data."", 'Data-driven decisions: Stakeholders make or are affected by data-driven decisions within an organization.', 'Data governance policies: Data stakeholders have an influence on the state and use of data, in addition to data governance policies.', 'Data as an asset: Data governance influences business']"
bdebfe08ac9049548b99f19762eac40b.xml,"['Model Assessment and Model Selection', 'Cross Validation', 'Validation Set Approach', 'MSE (Mean Square Error)', 'k-Fold Cross Validation', 'Bias and Variance', 'Leave One Out Cross Validation (LOOCV)', 'Classification Problems', 'Regression Problems', 'Misclassification Rate']"
be2904e7ee5f4413a60451a6f582b3b8.xml,"['Importance of Feature Engineering', 'Feature engineering is the process of using domain knowledge to extract features from raw data', 'Algorithms need specific features in the model development process', 'Feature engineering ensures dataset compatibility with algorithms and improves model performance', 'Specialized nature of feature engineering and no one-size-fits-all approach', 'Foundational concepts essential to understanding feature engineering', 'Imputation as a technique for handling missing values in data', 'Numerical data imputation methods', 'Categorical data imputation methods', 'Binning as a technique for making models more robust', 'Trade-off between performance and overfitting in binning', 'Handling outliers using statistical and visualization methods', 'Log transform for handling skewed data and reducing the effect of outliers', 'Categorical encoding techniques: one-hot encoding, binary feature encoding, ordinal feature encoding', 'Feature split for improving model performance by splitting features', 'Scaling continuous features for certain machine learning algorithms', 'Normalization and standardization as scaling techniques', 'Tree-based algorithms not affected by scaling', 'Resources for scaling in Python.']"
bf66164fa2d145259230fd0eb255c2e1.xml,"['Business needs: General necessities for a company to remain competitive or expand on the long term.', 'Business objectives: Specific objectives that a company can work towards to meet a particular need.', ""Data science methods: Evaluation of whether data science methods can be used to facilitate a company's efforts to meet their objectives."", 'Solution vision: A walkthrough of how a full data-driven solution to the problem could look like.', 'Analytic objectives: Specific terms that state what the data science project should produce and serve as the main success criterion for the team.']"
c04ef8f128a54480b25e8d817afab139.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: c04ef8f128a54480b25e8d817afab139', 'Title: New Page', 'Body content: Empty contents']"
c0b1dfda12d741328bdcbe40b2b475bb.xml,"['Data wrangling: The process of extracting, gathering, cleansing, transforming, enriching, and integrating data to support enterprise data needs including analytics and other data related needs.', ""Data management framework: The framework of an organization that is affected by data wrangling as it involves cleansing and enriching data that supports the company's data needs."", 'Raw data: Any data that is extracted for company use and should be inspected to identify the necessary transformation techniques to be applied to the dataset.', 'Missing values: One of the most common data quality issues in a dataset, which can happen due to human error or system issues during data collection. It is important to determine why the dataset has missing values.', 'External source: A dataset that was extracted from an external source, which might not provide context on the reason behind the missing values. Investigation of the missing values is still necessary, as the reasons behind them will determine the techniques used to handle those values.', 'Data transformation techniques: Techniques for transforming categorical and numeric data, which are discussed in this module.', 'Feature transformation: Transformation techniques that further affect the analytic solution, which will be explored in a future unit.', 'Data integration: The process of ingesting, transforming, and integrating the transformed']"
c0d8e2d38a6c4f06844ae7dde6b38d69.xml,"['Prediction involves using a model to predict outcomes.', 'Linear relationship between the number of hospital beds needed and other variables related to the outbreak.', 'Fit a linear model on the training data and select the model that minimizes test error.', 'Inference involves understanding how the dependent variable is affected by changes in independent variables.', 'Estimate f by making inferences or gaining understanding on the relationship between independent and dependent variables.', 'Assess if the relationship between the dependent variable and each independent variable can be explained using a linear equation.', 'Model understanding phase includes using both linear and non-linear approaches to estimate f.', 'Training data set is used to estimate f.', 'Parametric methods assume a fixed set of parameters, while non-parametric methods seek an estimate of f close to the data points.', 'Thin plate spline and spline are non-parametric methods used to estimate f.', 'Parametric methods have strong assumptions about data, while non-parametric methods have fewer assumptions.', 'Parametric methods require less data than non-parametric methods.', 'Parametric methods possess statistical power, while non-parametric methods have less statistical power.', 'Different methods have different levels of flexibility and interpretability.', 'Linear models are best for']"
c0da183109594ae09b9ec5303ac457a9.xml,"['Tree based methods', 'Prediction and classification', 'Interpretable method', 'Decision Trees', 'Numerical and categorical variables', 'Classification Tree', 'Regression Tree', 'Recursive partitioning', 'Pruning', 'Chi-square automatic interaction detection (CHAID)', 'Measures of Impurity (entropy and Gini index)', 'Cost complexity pruning', 'Reduced error pruning', 'Full trees', 'Minimum Error Tree', 'Best Pruned Tree', 'Validation dataset', 'Misclassification rate', 'Building Regression Trees', 'Explainability of decision trees', 'Impurity measure for regression tree', 'Predictive accuracy of CART models', 'Root mean square error (RMSE)', 'Random Forests', 'Bagging', 'Boosting']"
c12ee4e4b63244b69f6d4f9bd03448ae.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: c12ee4e4b63244b69f6d4f9bd03448ae', 'Title: New Page', 'Body content: Empty contents']"
c1d3f498e162477da3a0e170709f2f39.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: c1d3f498e162477da3a0e170709f2f39', 'Title: New Page', 'Body content: ', '  - Paragraph with ID: bb004f454565477da046233d2306d1a7, containing the text ""This is a new page with empty contents.""', '  - Empty paragraph with ID: cfd76a8b20fd4363a2518b8e44b04f9e', '  - Inline reference with ID: newf7f1670b856b49278d1ca5e9fbdc32c6, purpose: learnbydoing']"
c3dfa32556ae42d3af9e83166fa8b0f7.xml,['This is a new page with empty contents.']
c404c7e9a5ba45dca1c9e763351aa76f.xml,"['Data Scientist: This role involves solving business tasks using machine learning model development and statistical techniques. The data scientist identifies trends and patterns within the data and makes predictions based on trends. They also write code to support the data analysis and model building process.', 'Data Engineer: The Data Engineer specializes in data structures and algorithms, as well as working with data through the operation of databases and other large repositories.', 'Solutions Architect: This is a customer-facing role that ensures end-to-end customer deployment for company-related data services. The Solutions Architect interacts with clients to design, coordinate, and execute solution prototypes.', 'Machine Learning (ML) Engineer: The ML Engineer performs modeling and software engineering tasks. They spend a considerable amount of time programming and creating ML solutions but must also have strong statistical skills.', 'Data/Business Analyst: A data analyst has data gathering, analysis, and visualization skills. They provide insights from data to inform decision making and develop key performance indicators. They are typically firmly rooted in the business domain and less technically proficient in systems programming and advanced machine learning.', 'Software Engineer: The Software Engineer handles the alignment between the business objectives and solution and is responsible for integrating the implemented data-driven system into the appropriate applications within the enterprise.', 'Domain Experts']"
c5a0b993dba046cab079b5dfeedaf908.xml,"['Classification: The text discusses the concept of classification in data science, where a dataset with labeled outcomes is used to label the outcomes of a new dataset.', 'Binary Classification: This refers to classification tasks that classify observations into two defined categories.', 'Multi-Class Classification: Also known as multinomial classification, this type of classification involves classifying observations into three or more classes.', 'Multi-Label Classification: Unlike multi-class classification, multi-label classification allows for observations to be classified under multiple classes simultaneously.', 'OneVsRest Technique: This technique assumes that labels are mutually exclusive and does not consider correlations between classes.', 'Binary Relevance Technique: Similar to OneVsRest, this technique trains a single label binary classifier for each class, ignoring any correlation between classes.', 'Multi-Label k-Nearest Neighbors: This is an algorithm that adapts the k-Nearest Neighbors technique for multi-label classification.', 'Multi-Class Classification with Unique Class Combinations: This technique transforms a multi-label classification task into a single multi-class task by training all unique class combinations on one multi-class classifier.', 'Classifier Chains Technique: This technique builds a chain of binary classifiers to consider correlations between classes.', 'Logistic Regression: This is an important classification']"
c68519d2b30e4683a87f94f8b53283ce.xml,"['Valuable Functionality: The specific functionality, insight, or resource gained from leveraging data and proposed methods.', 'Incremental Step: The benefit gained from an incremental yet necessary step towards producing a model that solves a task.', 'Reframing Analytic Objectives: Changing the analytic objective to focus on specific tasks and making an incremental step the main goal.', 'Valuable Insight: The requirement for insight from data to make decisions, also known as ""business intelligence"".', 'Valuable Resource: The production of resources to be used by the organization or further projects.', 'Improvement over the Current Situation: The project should improve over the currently available functionality, information, and resources.', 'Assumption of Project Success: The proposal of a project with confidence to succeed, while being mindful of potential factors beyond control.']"
c768a1f3c4794dc08bef7767fdf20d34.xml,"['Data gathering process', 'Data transformation', 'Handling missing values', 'Missing completely at random (MCAR)', 'Missing at random (MAR)', 'Not missing at random (NMAR)', 'Imputation', 'Omission', 'Subsetting', 'Outliers', 'Transforming categorical data', 'Category reduction', 'Creating category scores', 'Creating dummy variables', 'Transforming numeric data', 'Binning', 'Using mathematics']"
c769c4dcaeb4425d9181d153d65ebdc3.xml,"['Data quality: The quality of data affects decision-making and requires cleaning and formatting.', 'Raw data: Data collected from different sources is considered raw data and should be studied before use.', 'Data wrangling: The process of cleaning, formatting, and enriching raw data for analysis.', 'Data understanding: Clear understanding of the business and analytic objectives is required for successful data understanding.', 'Challenges in data wrangling: Data wrangling presents challenges in data science projects.', 'Enriching data: Techniques used to enrich data through data wrangling.', 'Data wrangling tools: Open source and proprietary tools used for data wrangling, such as Python, R, proprietary tools, and Excel.']"
c925074097744ccba39546b7be2d28c9.xml,"['Ranking: A data science pattern used to solve various tasks such as machine translation and information retrieval.', 'Learning to rank: A technique used to train a model for ranking tasks.', 'Information retrieval: The process of retrieving relevant information from a large collection of data.', 'Collaborative filtering: A technique used in recommendation systems to filter and recommend items based on user preferences.', 'Sentiment analysis: The process of determining the sentiment or emotion expressed in a piece of text.', 'Document retrieval: The process of retrieving relevant documents from a collection based on a query.', 'Ranking algorithms: Algorithms used to rank items or documents based on their relevancy.', 'Pointwise approach: An approach that predicts the score of a single query-document pair, treating the ranking task as a classification or regression task.', 'Listwise approach: An approach that produces an optimal ordering of a list of documents.', 'Pairwise approach: An approach that aims to reduce the number of wrongly ordered rankings compared to the ideal expected result, treating the ranking task as a classification or regression task.', 'RankNet: A learning to rank algorithm that uses gradient descent to update weights or model parameters to minimize the number of wrong orderings in a ranked list.', '2.']"
c92fcac6686c4fd096dec4a854a271f2.xml,"['Classification: Categorizing data points using labels, such as sentiment analysis of text or labeling images.', 'Regression: Predicting a numerical label associated with data instances, such as predicting measurements in medical or demographic data over time.', 'Retrieval & Ranking: Retrieving and presenting data points in a specific order in response to a query, like search engines.', 'Recommendation: Finding items to recommend to users based on their preferences, such as movie and product recommendations.', 'Clustering: Dividing data points into groups based on their similarity in the feature space, often used for exploratory analysis of unlabeled data.', 'Anomaly Detection: Discovering instances that do not adhere to a pattern in the dataset, like detecting fake customer reviews in online retail data.', 'Domain-specific tasks: Specific task patterns and evaluation metrics used in domains like natural language processing and image analysis.', 'Overlapping categories: Some categories can be solved using methods from other categories, such as solving ranking problems using classification or regression methods.', 'Purpose of identifying task type: Characterizing the project for planning and communication purposes, including quantitative evaluation and corresponding metrics.']"
c93c6cf8a0b34f648308f7fd5252bd0d.xml,"['XML version: 1.0', 'Encoding: UTF-8', 'Workbook page with MathML 3.8', 'Workbook page ID: c93c6cf8a0b34f648308f7fd5252bd0d', 'Title: New Page', 'Body content: Empty contents']"
c944a901086345f0a0adbfd4e425d41d.xml,"['Complete the final examination by carefully reading through each question and selecting the best answer among the options.', 'It is best to budget your time wisely for the final examination.', 'After completing the examination, you can privately post questions on Piazza for clarification.']"
