,Unnamed: 0.1,Unnamed: 0,Unit,Module,Title,Text,Subheaders,questions,predicted_label,human_eval,Information Score,Perplexity
28,2,2,Electronic Structure and Periodic Properties,Introduction,Electronic Structure and Periodic Properties Introduction,"            The Crab Nebula consists of remnants of a supernova (the explosion of a                star). NASAs Hubble Space Telescope produced this composite image. Measurements                of the emitted light wavelengths enabled astronomers to identify the elements in                the nebula, determining that it contains specific ions including S+ (green                filaments) and O2+ (red filaments). (credit: modification of work by NASA and                ESA)
In 1054, Chinese astronomers recorded the appearance of a cguest stard in the sky,            visible even during the day, which then disappeared slowly over the next two years. The            sudden appearance was due to a supernova explosion, which was much brighter than the            original star. Even though this supernova was observed almost a millennium ago, the            remaining Crab Nebula continues to release energy today. It emits not only visible light            but also infrared light, X-rays, and other forms of electromagnetic radiation. The            nebula emits both continuous spectra (the blue-white glow) and atomic emission spectra            (the colored filaments). In this chapter, we will discuss light and other forms of            electromagnetic radiation and how they are related to the electronic structure of atoms.            We will also see how this radiation can be used to identify elements, even from            thousands of light years away.",,how did the scientists determine the elements in the nebula?,1,1,0.0,63.73823928833008
29,3,3,Gases,Introduction,Introduction to Gases,"We are surrounded by an ocean of gasthe atmosphereand many of the properties of gases            are familiar to us from our daily activities. Heated gases expand, which can make a hot            air balloon rise or cause a blowout in a bicycle tire left in the sun on a hot day.
Gases have played an important part in the development of chemistry. In the seventeenth            and eighteenth centuries, many scientists investigated gas behavior, providing the first            mathematical descriptions of the behavior of matter.
In this unit, we will examine the relationships between gas temperature, pressure,            amount, and volume. We will study a simple theoretical model and use it to analyze the            experimental behavior of gases. The results of these analyses will show us the            limitations of the theory and how to improve on it.",,what's the relationship between gases and air balloon?,1,0,0.0,187.3984832763672
30,82,86,Composition of Substances and Solutions,Aqueous Solutions,Molarity,"Concentrations of solutions may be quantitatively assessed using a wide variety of            measurement units, each convenient for particular applications. Molarity (M)unit of concentration, defined as the number of moles of solute dissolved in 1 liter of solution is a useful            concentration unit for many applications in chemistry. Molarity is defined as the number            of moles of solute in exactly 1 liter (1 L) of the solution.
unit of concentration, defined as the number of moles of solute dissolved in 1 liter of solution
A 355mL soft drink sample contains 0.133 mol of sucrose (table sugar). What is the                molar concentration of sucrose in the beverage?
Since the molar amount of solute and the volume of solution are both given, the                molarity can be calculated using the definition of molarity. Per this definition,                the solution volume must be converted from mL to L:
How much sugar (mol) is contained in 10 mL of the soda described in the example                above?
In this case, we can rearrange the definition of molarity to isolate the quantity                sought, moles of sugar. We then substitute the value for molarity that we derived in                the previous example, 0.375 M.
Distilled white vinegar is a solution of acetic acid, CH3CO2H,                in water. A 0.500L vinegar solution contains 25.2 g of acetic acid. What is the                concentration of the acetic acid solution in units of molarity?
To calculate the molarity, you need mol of solute. Convert grams of acetic acid to                mol.
Substitute the values for mol and L into the definition of molarity.
How many grams of NaCl are contained in 0.250 L of a 5.30M solution?
The volume and molarity of the solution are specified. We can rearrange the                definition of molarity to isolate mole.
mol solute = M  L solution
Finally, this molar amount is used to derive the mass of NaCl:
When performing calculations stepwise, it is important to refrain from rounding any            intermediate calculation results, which can lead to rounding errors in the final result.            In the previous example, the molar amount of NaCl computed in the first step, 1.325 mol,            would be properly rounded to 1.32 mol if it were to be reported; however, although the            last digit (5) is not significant, it must be retained as a guard digit in the            intermediate calculation. If we had not retained this guard digit, the final calculation            for the mass of NaCl would have been 77.1 g, a difference of 0.3 g.
In addition to retaining a guard digit for intermediate calculations, we can also avoid            rounding errors by performing computations in a single step. This eliminates            intermediate steps so that only the final result is rounded.
In many situations you will be concerned with the molarity of a solution as                    described above. However, sometimes it may be useful to consider the                    concentration of individual ions in solution. Remember the equation for                    molarity:
When ionic compounds are dissolved in water they dissociate into their                    constituent ions. When sodium chloride, NaCl, is dissolved in water it produces one                        Na+ and one Cl ion per formula unit dissolved.                    However, when calcium chloride, CaCl2, is dissolved in water it produces one                        Ca2+ and two Cl ions per formula unit                    dissolved. This means that the concentration of Cl ions will be                    twice the concentration of Ca2+ ions when CaCl2 is                    dissolved in water. Likewise the concentration of Cl ions will be                    twice the concentration of the solution.
Animations developed from PhET Interactive Simulations, University of Colorado                    Boulder, https://phet.colorado.edu.
The solution of CaCl2 in the right animation has twice the                    concentration of Cl to Ca2+.
What is the concentration in molarity of a CaCl2 solution in which 4.85 g                of CaCl2 has been dissolved in water to form 850 mL of solution? What is                the concentration in molarity of the Ca2+ ions in the solution                and the Cl ions in the solution?
Calculating the molarity of the CaCl2 solution is the same process as we                have seen previously.
The concentration of the solution is 0.0514 M.
Since there is one Ca2+ ion produced per formula unit of                    CaCl2, the concentration of Ca2+ is also 0.0514                M.
Since there are two Cl ions produced per formula unit of                CaCl2, the concentration of Cl is:
The concentration of the solution is 0.0514 M.
The concentration of the Ca2+ is 0.0514 M.
The concentration of the Cl is 0.103 M.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the value for molarity in the previous example?,1,1,0.0,44.5749397277832
31,87,92,Electronic Structure and Periodic Properties,Electromagnetic Energy and the Bohr Model of the Atom,Quantized Energy and the Photoelectric Effect,"One observation that could not be adequately explained by viewing light as waves                    is the light emitted as objects are heated. The wavelengths and intensities of the                     objects energy distribution can be measured by a spectrometer, and each distribution                     depends only on a single parameter: the temperature. As shown in the figure below,                     the maxima in these spectral distribution curves, \xce\xbbmax, shift to shorter wavelengths as                     the temperature increases, reflecting the observation that as a metal is heated it glows                     red, then orange, yellow, and eventually white (as the intensities of all of the visible                     wavelengths become appreciable at very high temperatures). This common observation was                          at the heart of the first paradox showing the fundamental limitations of classical physics                     that we will examine.
Using the laws of classical mechanics and electromagnetism, which held that electromagnetic waves                     could have any frequency within a continuously varying range, late 19th century scientists derived                     mathematical expressions for these energy distributions. These expressions fit the observed experimental                     blackbody curves well at longer wavelengths but diverged more and more as the wavelength became shorter,                    with the absurd consequence of infinitely large energies as the wavelength approached zero. This became                     known as the ""ultraviolet catastrophe"", since it implied that everyday objects at room temperature should                     be emitting large amounts of UV light and no one could find any problems with the theoretical treatment                     that led to such unrealistic short-wavelength behavior.
Finally, around 1900, Max Planck derived a theoretical expression for this phenomenon that                    fit the experimental observations. Planck treated the vibrating atoms as the source of the emitted electromagnetic radiation                    (a premise from previous work), but instead of allowing the vibrating atoms to have any energy values obtained from a                    continuous set of energies (as allowed by classical physics, and as previously thought) Planck proposed that the vibrational                     energies were restricted to a discrete set of values for each frequency (i.e. that energy was quantized).
E\\;=\\;nh\u\\;,\\;\\;\\;\\;\\;\\;\\;n\\;=\\;1,\\;2,\\;3,\\;...
The quantity h is a constant now known as Planck\'s constant, in his honor.                    Although it appears that energy is emitted and absorbed continuously and not in                    discrete quantities, notice that the value of Planck\'s constant is very small,                    6.626 joule seconds (J s), which helps explain why energy                    quantization is not observed in macroscopic phenomena.
The next paradox in the classical theory to be resolved concerned the                    photoelectric effect. It had been observed that electrons could be ejected from                    the clean surface of a metal when light having a frequency greater than a                    threshold frequency, unique to the type of metal, was shone on it. Since the electrons in the metal had a                    certain amount of binding energy keeping them there, the incident light needed                    to have more energy - and therefore a higher frequency - to free the electrons. This is illustrated in the animation                    below.
According to classical wave theory, a wave\'s energy depends on its intensity                     (which depends on its amplitude), not its frequency. However, the frequency at which                     electrons start to be emitted from the metal (known as the threshold frequency)                     does not change when the intensity of the light changes. This is illustrated by comparing                     the animation below with the animation above.
Although the threshold frequency doesn\'t change with changes in intensity (brightness) of the light,                     once the threshold is met the number of electrons emitted within a given time period (i.e. the electric                     current) increases with increasing intensity of the light. This is shown in the following two animations.
Along with the threshold frequency, the kinetic energy of the emitted electrons also does not depend                     on the intensity of the light. However, if the frequency of the light is increased the kinetic energy of                     the electrons increases as well. This is shown in the graph below.
Different metals have different threshold frequencies. As we have seen in the                    previous animations the wavelength of the frequency threshold for sodium is                    approximately 500 nm. As seen in the animation below the wavelength of the                    threshold frequency for calcium is approximately 400 nm.
In 1905, Albert Einstein was able to resolve the paradox by incorporating Planck\'s quantization                     findings into the discredited particle view of light (Einstein actually won his Nobel prize for this work,                     and not for his theories of relativity for which he is most famous).                     Einstein argued that the quantized energies that Planck had postulated could be                    applied to the light in the photoelectric effect so that the light striking the                    metal surface should not be viewed as a wave, but instead as a stream of                    particles (later called photons) whose energy depended on their frequency,                    according to Planck\'s formula, E = h\xce\xbd (or, in terms of wavelength using c = \xce\xbb\xce\xbd,                    E = hc/\xce\xbb).
Electrons were ejected when hit by photons having sufficient energy (a frequency                    greater than the threshold). Einstein also argued that the light intensity did                    not depend on the amplitude of the incoming wave, but instead corresponded to                    the number of photons striking the surface within a given time period. This                    explains why the number of ejected electrons increased with increasing                    brightness, since the greater the number of incoming photons, the greater the                    likelihood that they would collide with some of the electrons.
With Einstein\'s findings, the nature of light took on a new air of mystery. Some                    phenomena could be explained by viewing light as a wave and other phenomena,                    such as the photoelectric effect, could be explained by viewing light as a                    particle. Somehow, at a deep fundamental level still not fully understood, light                    is both wavelike and particle-like. This is known as wave-particle duality.
When we see light from a neon sign, we are observing radiation from excited neon                atoms. If this radiation has a wavelength of 640 nm, what is the energy of the                photon being emitted?
We use the part of Planck\'s equation that includes the wavelength, h\xce\xbd\xce\xbb, and convert                units of nanometers to meters so that the units of \xce\xbb correspond to the length units of c.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what was the result of the experiments of late 19th century scientists?,1,0,0.0,29.73517417907715
32,13,13,Foundations of Chemistry,Elements and Compounds,Module Summary and Quiz,"Isotopes of an element are atoms with the same atomic number but different mass                    numbers; isotopes of an element, therefore, differ from each other only in the                    number of neutrons within the nucleus. When a naturally occurring element is                    composed of several isotopes, the atomic mass of the element represents the                    average of the masses of the isotopes involved. A chemical symbol identifies the                    atoms in a substance using symbols, which are one-, or two-letter                     abbreviations for the atoms.
A molecular formula uses chemical symbols and subscripts to indicate the exact                    numbers of different atoms in a molecule or compound. An empirical formula gives                    the simplest, whole-number ratio of atoms in a compound. A structural formula                    indicates the bonding arrangement of the atoms in the molecule. Ball-and-stick                    and space-filling models show the geometric arrangement of atoms in a molecule.                    Isomers are compounds with the same molecular formula but different arrangements                    of atoms.
The discovery of the periodic recurrence of similar properties among the elements                    led to the formulation of the periodic table, in which the elements are arranged                    in order of increasing atomic number in rows known as periods and columns known                    as groups. Elements in the same group of the periodic table have similar                    chemical properties. Elements can be classified as metals, metalloids, and                    nonmetals, or as a main-group elements, transition metals, and inner transition                    metals. Groups are numbered 1 from left to right. The elements in group 1 are                    known as the alkali metals; those in group 2 are the alkaline earth metals;                    those in 15 are the pnictogens; those in 16 are the chalcogens; those in 17 are                    the halogens; and those in 18 are the noble gases.
Metals (particularly those in groups 1 and 2) tend to lose the number of                    electrons that would leave them with the same number of electrons as in the                    preceding noble gas in the periodic table. By this means, a positively charged                    ion is formed. Similarly, nonmetals (especially those in groups 16 and 17, and,                    to a lesser extent, those in Group 15) can gain the number of electrons needed                    to provide atoms with the same number of electrons as in the next noble gas in                    the periodic table. Thus, nonmetals tend to form negative ions. Positively                    charged ions are called cations, and negatively charged ions are called anions.                    Ions can be either monatomic (containing only one atom) or polyatomic                    (containing more than one atom).
Compounds that contain ions are called ionic compounds. Ionic compounds generally                    form from metals and nonmetals. Compounds that do not contain ions, but instead                    consist of atoms bonded tightly together in molecules (uncharged groups of atoms                    that behave as a single unit), are called covalent or molecular compounds. Covalent compounds                    usually form from two nonmetals.
Chemists use nomenclature rules to clearly name compounds. Ionic and molecular                    compounds are named using somewhat-different methods. Binary ionic compounds                    typically consist of a metal and a nonmetal. The name of the metal is written                    first, followed by the name of the nonmetal with its ending changed to ide. For                    example, K2O is called potassium oxide. If the metal can form ions                    with different charges, a Roman numeral in parentheses follows the name of the                    metal to specify its charge. Thus, FeCl2 is iron(II) chloride and                        FeCl3 is iron(III) chloride. Some compounds contain polyatomic                    ions; the names of common polyatomic ions should be memorized. Molecular                    compounds can form compounds with different ratios of their elements, so                    prefixes are used to specify the numbers of atoms of each element in a molecule                    of the compound. Examples include SF6, sulfur hexafluoride, and                        N2O4, dinitrogen tetroxide. Acids are an important                    class of compounds containing hydrogen and having special nomenclature rules.                    Binary acids are named using the prefix hydro-, changing the ide suffix to ic,                    and adding cacid;d HCl is hydrochloric acid. Oxyacids are named by changing the                    ending of the anion to ic, and adding cacid;d H2CO3 is                    carbonic acid.
Before you take the quiz, please evaluate your understanding of the                    learning objectives for the Elements and Compounds module and use the                    My Response link below to ask any questions you might have about                    the material that you would like the instructor to address. Your questions can                    be for clarification of the material or further insight. Your self-evaluation                    and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the correct arrangement of the atoms in a compound?,1,1,7.899999999999988,34.93983840942383
33,16,16,Solids and Liquids,Intermolecular Forces,Attractive Forces,"As was the case for gaseous substances , the kinetic molecular            theory may be used to explain the behavior of solids and liquids. In the following            description, the term particle will be used to refer to an atom, molecule, or ion.
Consider these two aspects of the molecular-level environments in solid, liquid, and            gaseous matter:
From everyday experience we know that substances exist in different states of matter            under various conditions. For example, water is a liquid at room temperature, a solid at            tempertures below 0 oC and a gas at temperatures above 100 oC.            Table salt (NaCl) is a solid a room temperature with a very high melting point and            boiling point of 800 oC and 1413 oC, respectively. While nitrogen                (N2), which is the main component in the air all around us, is a gas at            room temperature with a melting point of -210 oC and a boiling point of -196                oC.
The difference in the conditions at which a substace is a solid, liquid, or gas reflect            the strengths of the attractive forces between the atoms, molecules, or ions that make            up the substance. These attractive forces are either ionic bonds, in the case of ionic            compounds, or intermolecular forces (IMFs), in the case of molecular compounds. IMFs are            the various forces of attraction that may exist between the atoms and molecules of a            molecular substance due to electrostatic phenomena, as will be detailed in this module.            The phase in which a substance exists depends on the relative extents of its attractive            forces and the kinetic energies (KE) of its particles. The attractive forces serve to            hold particles close together, whereas the particles KE provides the energy required to            overcome these forces and thus increase the distance between particles.
Consider a sample of water. When gaseous water is cooled sufficiently, the kinetic energy            of its molecules decreases and the attractions between the molecules will be capable of            holding them together when they come into contact with each other; the gas condenses,            forming liquid H2O. When the liquid water is cooled even more, the kinetic            energy of its molecules decreases further and the attraction between the molecules will            be capable of holding them together in a rigid structure to form solid H2O or            ice.
Different substances have widely varying strengths of attractive forces between their            particles because of their composition. These attractive forces have a direct impact on            boiling points and melting points. In this module, we will explore these attractive            forces and their effects. Note that throughout this module we will focus primarily on            differences in boiling points, but, by and large, the concepts discussed can also be            applied to melting points.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",Reference: The Periodic Table of Elements,what can we conclude from the article?,0,0,0.0,34.639339447021484
34,9,9,Electronic Structure and Periodic Properties,Quantum Theory,Module Summary and Quiz,"Macroscopic objects act as particles. Microscopic objects (such as electrons)                    have properties of both a particle and a wave. Their exact trajectories cannot                    be determined. The quantum mechanical model of atoms describes the                    three-dimensional position of the electron in a probabilistic manner according                    to a mathematical function called a wavefunction, often denoted as . Atomic                    wavefunctions are also called orbitals. The squared magnitude of the                    wavefunction describes the distribution of the probability of finding the                    electron in a particular region in space. Therefore, atomic orbitals describe                    the areas in an atom where electrons are most likely to be found.
An atomic orbital is characterized by three quantum numbers. The principal                    quantum number, n, can be any positive integer. The general region for value of                    energy of the orbital and the average distance of an electron from the nucleus                    are related to n. Orbitals having the same value of n are said to be in the same                    shell. The angular momentum quantum number, l, can have any integer value from 0                    to n  1. This quantum number describes the shape or type of the orbital.                    Orbitals with the same principle quantum number and the same l value belong to                    the same subshell. The magnetic quantum number, ml, with 2l + 1 values ranging                    from l to +l, describes the orientation of the orbital in space. In addition,                    each electron has a spin quantum number, ms, that can be equal to . No two                    electrons in the same atom can have the same set of values for all the four                    quantum numbers.
The relative energy of the subshells determine the order in which atomic orbitals                    are filled (1s, 2s, 2p, 3s, 3p, 4s, 3d, 4p, and so on). Electron configurations                    and orbital diagrams can be determined by applying the Pauli exclusion principle                    (no two electrons can have the same set of four quantum numbers) and Hunds rule                    (whenever possible, electrons retain unpaired spins in degenerate orbitals).
Electrons in the outermost orbitals, called valence electrons, are responsible                    for most of the chemical behavior of elements. In the periodic table, elements                    with analogous valence electron configurations usually occur within the same                    group. There are some exceptions to the predicted filling order, particularly                    when half-filled or completely filled orbitals can be formed. The periodic table                    can be divided into three categories based on the orbital in which the last                    electron to be added is placed: main group elements (s and p orbitals),                    transition elements (d orbitals), and inner transition elements (f                    orbitals).
Before you take the quiz, please evaluate your understanding of the learning                    objectives for the Quantum Theory module and use the My Response link below to ask any questions you might                    have about the material that you would like the instructor to address. Your                    questions can be for clarification of the material or further insight. Your                    self-evaluation and questions may also shape the discussions in class.
Your responses will not be graded, but will be available for your instructor.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0                License.
Download for free at .",,what is a wavefunction?,1,1,17.5,82.95314025878906
35,106,112,Gases,The Kinetic-Molecular Theory,Non-Ideal Gas Behavior,"Thus far, the ideal gas law, PV = nRT, has beenapplied to a variety of different types of problems, ranging from reaction stoichiometryand empirical and molecular formula problems to determining the density and molar massof a gas. As mentioned previously, however, the behavior of a gas is often non-ideal,meaning that the observed relationships between its pressure, volume, and temperatureare not accurately described by the gas laws. In this section, the reasons for thesedeviations from ideal gas behavior are considered.
The KMT assumes that the volume of gas particles iszero. This assumption can be made because the volume of the individual gas particles isnegligible compared to the volume of the container that the gas is in. Observe in theanimation below that as the pressure of the gas increases the volume of the gasparticles will take up a larger percentage of the container. Therefore as pressureincreases, gases become less ideal. Gas volumes predicted by the ideal gas equation willbe slightly larger than the actual volume. As pressure increases this difference willbecome greater. The difference becomes very significant at 10 atm.
Animation developed from PhET InteractiveSimulations, University of Colorado Boulder, https://phet.colorado.edu
The graph below shows the measured values of PV/RTfor 1 mole of several different gases at 300 K and varying pressures. Note that thehorizontal line at 1.0 represents the value that would be calculated for PV/RT for eachof the given gases. As the pressure increases, generally speaking, the differencebetween the measured value and the value calculated by the ideal gas law increases.
A graph of the compressibility factor (Z)vs. pressure shows that gases can exhibit significant deviations from thebehavior predicted by the ideal gas law.
The KMT also assumes that there are no attractiveforces between particles. Like the assumption about volume, under certain conditionsthis is for practical purposes true. At higher temperatures the attractive forcesbetween the gas particles is negligible and can be ignored. However, when a gas iscooled the particles begin to move more slowly. As the particles are moving more slowly,these attractive forces become more significant. Eventually at some temperature(depending on the gas) the attractive forces will become so significant that the gaswill condense to a liquid.
As temperature decreases the gas particlesmove more slowly. As the particles move more slowly, attractive forces betweenthe particles become more significant. Eventually, if the gas is cooled enoughthe attractive forces will become so significant and cause the gas to condenseinto a liquid.
Animation developed from PhET InteractiveSimulations, University of Colorado Boulder, https://phet.colorado.edu
(a) Attractions between gas moleculesserve to decrease the gas volume at constant pressure compared to an ideal gaswhose molecules experience no attractive forces. (b) These attractive forceswill decrease the force of collisions between the molecules and container walls,therefore reducing the pressure exerted compared to an ideal gas.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0 License.
Download for free at .",,what is the ideal gas law?,1,1,0.0,150.1016845703125
36,158,171,Reactions and Stoichiometry,Chemical Reactions and Equations,Oxidation-Reduction: Oxidation States,"Earths atmosphere contains about 20% molecular oxygen, O2, a chemically            reactive gas that plays an essential role in the metabolism of aerobic organisms and in            many environmental processes that shape the world. The term oxidationprocess in which an elements oxidation number is increased by loss of electrons             was originally            used to describe chemical reactions involving O2, but its meaning has evolved            to refer to a broad and important reaction class known as oxidation-reduction (redox)            reactions. A few examples of such reactions will be used to develop a clear picture of            this classification.
process in which an elements oxidation number is increased by loss of electrons
Some redox reactions involve the transfer of electrons between reactant species to yield            ionic products, such as the reaction between sodium and chlorine to yield sodium            chloride:
It is helpful to view the process with regard to each individual reactant, that is, to            represent the fate of each reactant in the form of an equation called a            half-reaction:
These equations show that Na atoms lose electrons while Cl atoms (in the Cl2            molecule) gain electrons, the csd subscripts for the resulting ions signifying they are            present in the form of a solid ionic compound. For redox reactions of this sort, the            loss and gain of electrons define the complementary processes that occur:
In this reaction, then, sodium is oxidized and chlorine undergoes reductionprocess in which an elements oxidation number is decreased by gain of electrons        . Viewed from            a more active perspective, sodium functions as a reducing agent(reductant) substance that brings about the reduction of another substance, and in the process becomes oxidized (reductant), since it            provides electrons to (or reduces) chlorine. Likewise, chlorine functions as an            oxidizing agent(oxidant) substance that brings about the oxidation of another substance, and in the process becomes reduced (oxidant), as it effectively removes electrons from (oxidizes)            sodium.
process in which an elements oxidation number is decreased by gain of electrons
(reductant) substance that brings about the reduction of another substance, and in the process becomes oxidized
(oxidant) substance that brings about the oxidation of another substance, and in the process becomes reduced
Some redox processes, however, do not involve the transfer of electrons. Consider, for            example, a reaction similar to the one yielding NaCl:
The product of this reaction is a covalent compound, so transfer of electrons in the            explicit sense is not involved. To clarify the similarity of this reaction to the            previous one and permit an unambiguous definition of redox reactions, a property called            oxidation number has been defined. The oxidation numberthe charge each atom of an element would have in a compound if the compound were ionic (or oxidation statethe charge each atom of an element would have in a compound if the compound were ionic) of an            element in a compound is the charge its atoms would possess if the compound was ionic.            The following guidelines are used to assign oxidation numbers to each element in a            molecule or ion.
the charge each atom of an element would have in a compound if the compound were ionic
the charge each atom of an element would have in a compound if the compound were ionic
The sum of oxidation numbers for all atoms in a molecule or polyatomic ion equals                    the charge on the molecule or ion.
Note: The proper convention for reporting charge is to write the number first,                    followed by the sign (e.g., 2+), while oxidation number is written with the                    reversed sequence, sign followed by number (e.g., +2). This convention aims to                    emphasize the distinction between these two related properties.
Follow the guidelines in this section of the text to assign oxidation numbers to all                the elements in the following species:
a) H2S
b) SO32
c) SO42-
The oxidation number for H is +1.
The sum of oxidation numbers for all atoms in a molecule or polyatomic ion equals the                charge on the molecule or ion.
Since the oxidation state of H is +1 and there are 2 hydrogen atoms in this compound,                in order to obtain an overall charge of zero, we assign  for the oxidation state                of the sulfur.
The oxidation number for each oxygen in this situation, as it is in most, is .
The overall charge of the monatomic ion is .
The oxidation number for each oxygen in this situation, as it is in most, is .
The overall charge of the monatomic ion is .
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .","Solution,a) H2S,b) SO32\xe2\x88\x92,c) SO42\xe2\x88\x92",what is the function of the redox reactions?,1,1,0.0,56.79153060913086
37,135,143,Solutions,Colligative Properties,Osmosis and Osmotic Pressure of Solutions,"A number of natural and synthetic materials exhibit selective permeation, meaning that            only molecules or ions of a certain size, shape, polarity, charge, and so forth, are            capable of passing through (permeating) the material. Biological cell membranes provide            elegant examples of selective permeation in nature, while dialysis tubing used to remove            metabolic wastes from blood is a more simplistic technological example. Regardless of            how they may be fabricated, these materials are generally referred to as semipermeable            membranes.
Consider the apparatus illustrated in the diagram below, in which samples of pure solvent            and a solution are separated by a membrane that only solvent molecules may permeate.            Solvent molecules will diffuse across the membrane in both directions. Since the            concentration of solvent is greater in the pure solvent than the solution, these            molecules will diffuse from the solvent side of the membrane to the solution side at a            faster rate than they will in the reverse direction. The result is a net transfer of            solvent molecules from the pure solvent to the solution. Diffusion-driven transfer of            solvent molecules through a semipermeable membrane is a process known as osmosis.
When osmosis is carried out in an apparatus like that shown above, the volume of the            solution increases as it becomes diluted by accumulation of solvent. This causes the            level of the solution to rise, increasing its hydrostatic pressure (due to the weight of            the column of solution in the tube) and resulting in a faster transfer of solvent            molecules back to the pure solvent side. When the pressure reaches a value that yields a            reverse solvent transfer rate equal to the osmosis rate, bulk transfer of solvent            ceases. This pressure is called the osmotic pressure (\xce) of the solution.
The osmotic pressure of a dilute solution is related to its solute molarity, M, and absolute temperature, T,                    according to the equation
where R is the universal gas constant.
If a solution is placed in an apparatus like the one shown in Figure, applying pressure            greater than the osmotic pressure of the solution reverses the osmosis and pushes            solvent molecules from the solution into the pure solvent. This technique of reverse            osmosis is used for large-scale desalination of seawater and on smaller scales to            produce high-purity tap water for drinking.
What is the osmotic pressure (atm) of a 0.30 M solution of glucose in water that is                used for intravenous infusion at body temperature, 37 C?
We can find the osmotic pressure, \xce, using the formula \xce = MRT, where T is on the                Kelvin scale (310 K) and the value of R is expressed in appropriate units (0.08206 L                atm/mol K).
Examples of osmosis are evident in many biological systems because cells are surrounded            by semipermeable membranes. Carrots and celery that have become limp because they have            lost water can be made crisp again by placing them in water. Water moves into the carrot            or celery cells by osmosis. A cucumber placed in a concentrated salt solution loses            water by osmosis and absorbs some salt to become a pickle. Osmosis can also affect            animal cells. Solute concentrations are particularly important when solutions are            injected into the body. Solutes in body cell fluids and blood serum give these solutions            an osmotic pressure of approximately 7.7 atm. Solutions injected into the body must have            the same osmotic pressure as blood serum; that is, they should be isotonic with blood            serum. If a less concentrated solution, a hypotonic solution, is injected in sufficient            quantity to dilute the blood serum, water from the diluted serum passes into the blood            cells by osmosis, causing the cells to expand and rupture. This process is called            hemolysis. When a more concentrated solution, a hypertonic solution, is injected, the            cells lose water to the more concentrated solution, shrivel, and possibly die in a            process called crenation. These effects are illustrated below.
Adapted from Openstax Chemistry under   Creative Commons Attribution                4.0 License.
Download for free at .",,what is the function of osmosis?,1,1,0.0,19.43222999572754
38,172,187,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,"Predicting melting points and boiling points requires that you consider all of the            concepts discussed in this module. The diagram below, summarizes these concepts.            Click on each of the ""+"" symbols to get more detailed information.
Determine which of the substances in the image below has the highest boiling point.                Explain.
Place the following substances in order from lowest to highest boiling point and                develop a detailed explanation of your ranking.
In each of the questions below, you are given two substances.  Fill in the blanks to describe              the differences in attractive forces of the two substances given.            Make a claim as to             which has the higher boiling point based on these statements.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what's the relationship between the two materials mentioned in the text?,0,0,0.0,43.96943283081055
39,168,183,Foundations of Chemistry,Measurements,Dimensional Analysis: Multi-step Conversions,"Beyond simple unit conversions, the factor-label method can be used to solve more complex            problems involving computations. Regardless of the details, the basic approach is the            sameall the factors involved in the calculation must be appropriately oriented to            insure that their labels (units) will appropriately cancel and/or combine to yield the            desired unit in the result. This is why it is referred to as the factor-label method. As            your study of chemistry continues, you will encounter many opportunities to apply this            approach.
Let\'s look at a couple of examples that are a bit more complex
Amanda is 64 inches tall. What is her height in meters?
Notice that on our list of conversion factors there is no direct conversion from                inches to meters. We will take a two-step approach first converting in. to cm and                then cm to m.
One method of using dimensional analysis is to enter the units for the conversion                first and then add in the values. This activity will take you through this                approach.
Your gas tank has a volume of 17.5 gal. What is this measurement in mL?
Since we do not have a direct conversion factor from gal to mL we will go through the                following steps to make this conversion.
Convert 22,500 inches to kilometers. Round your final answer to the correct number of significant figures.
Based on conversion factors that we know we will take the following steps to make this                conversion:
Based on these steps, fill in the conversion factors below.
Let\'s say you want to convert from m to ft. You know that 1 m = 3.2808 ft.                    However, this is a unit of length and not a unit of area so we cannot use this                    conversion factor as is.
If we look at the square above that measures 1 meter by 1 meter, to find the area                    we multiply length times width.
Making conversions involving cubed units of volume is similar. Let\'s say you                    want to convert from in3 to cm3. You know that 1 in. = 2.54 cm. However, this is                    a unit of length not volume so this unit cannot be used directly.
If we look at the cube above that measures 1 inch by 1 inch by 1 inch, to find                    the volume we multiply length times width times height.
Your friend that lives in Spain tells you that his new apartment is                            55m2. You want to convert the value to ft2 because                        that is the unit of area that you are most familiar with. You know that 1 m                        = 3.2808 ft.
Your friend\'s apartment is 590 square feet.
The volume of a swimming pool is 375,000 dm3. Convert this volume                        to m3.
You know that 1 m = 10 dm. Therefore 1 m3 = (10                        dm)3.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",Choose the correct unit from the pull-down menu and enter the appropriate numerical\n                value in the box to the left of the pull-down menu.,what is the factor-label method used for?,1,1,0.0,258.0152282714844
